scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state
degraded_ego,17,34,61,60,98,0.053551912568306013,3.2131147540983607,0.038329430132708814,True,3.5688524590163935,5.0,61,1.0,5,0.08333333333333333,0.1271888782905732,5,29,52,60,3,18,31,21,25,1,16,14,19,2,8,1,39,14,39,20
ambiguous_local_context,17,34,61,60,95,0.05191256830601093,3.1147540983606556,0.012021857923497267,True,3.6306010928961747,5.0,61,1.0,5,0.08333333333333333,0.16028315846112456,5,29,52,60,3,19,28,27,18,1,16,14,19,2,8,1,48,18,34,18
noisy_untrusted_external,17,34,61,60,101,0.055191256830601096,3.3114754098360657,0.01795472287275566,True,3.5579234972677596,5.0,61,1.0,6,0.1,0.18527989744091436,6,30,53,60,3,19,28,28,23,1,16,14,19,2,8,1,34,20,39,18
nominal,17,35,61,60,96,0.05245901639344262,3.1475409836065573,0.04430132708821233,True,3.7191256830601094,5.0,61,1.0,7,0.11666666666666667,0.30872211408103734,7,31,54,60,3,9,30,33,21,1,16,14,19,2,8,1,44,18,38,24
degraded_ego,17,35,61,60,101,0.055191256830601096,3.3114754098360657,0.027868852459016394,True,3.448087431693989,5.0,61,1.0,8,0.13333333333333333,0.21892394955954272,8,32,55,60,3,12,34,32,20,1,16,14,19,2,8,1,35,15,39,23
ambiguous_local_context,17,35,61,60,95,0.05191256830601093,3.1147540983606556,0.03083528493364559,True,3.669398907103825,5.0,61,1.0,6,0.1,0.20620998116760839,6,30,53,60,4,15,29,28,19,1,16,14,19,2,8,1,45,22,41,22
noisy_untrusted_external,17,35,61,60,98,0.053551912568306013,3.2131147540983607,0.010382513661202184,True,3.6043715846994537,5.0,61,1.0,5,0.08333333333333333,0.10483009457585728,5,29,52,60,3,13,30,25,27,1,16,14,19,2,8,1,43,12,34,23
nominal,17,36,61,60,102,0.05573770491803279,3.3442622950819674,0.03762685402029664,True,3.5278688524590165,5.0,61,1.0,7,0.11666666666666667,0.20099328637464225,7,31,54,60,3,15,36,23,25,1,16,14,19,2,8,1,43,18,41,23
degraded_ego,17,36,61,60,99,0.054098360655737705,3.2459016393442623,0.00897736143637783,True,3.53224043715847,5.0,61,1.0,6,0.1,0.18325777957133885,6,30,53,60,3,13,36,26,21,1,16,14,19,2,8,1,41,24,41,21
ambiguous_local_context,17,36,61,60,102,0.05573770491803279,3.3442622950819674,0.010616705698672912,True,3.4092896174863387,5.0,61,1.0,6,0.1,0.09717783158461123,6,30,53,60,3,16,32,31,20,1,16,14,19,2,8,1,44,14,30,22
noisy_untrusted_external,17,36,61,60,89,0.048633879781420766,2.918032786885246,0.025683060109289616,True,3.8650273224043716,6.0,61,1.0,7,0.11666666666666667,0.3859173453664982,7,31,54,60,3,13,28,22,23,1,16,14,19,2,8,1,31,22,39,21
nominal,17,37,61,60,100,0.0546448087431694,3.278688524590164,0.02888368462138954,True,3.545901639344262,5.0,61,1.0,6,0.1,0.16313021253699214,6,30,53,60,3,14,33,30,20,1,16,14,19,2,8,1,43,16,42,26
degraded_ego,17,37,61,60,95,0.05191256830601093,3.1147540983606556,0.019672131147540982,True,3.595081967213115,5.0,61,1.0,8,0.13333333333333333,0.3013997208065005,8,32,55,60,4,12,33,24,22,1,16,14,19,2,8,1,38,16,37,22
ambiguous_local_context,17,37,61,60,93,0.05081967213114754,3.0491803278688523,0.020218579234972677,True,3.6792349726775955,5.0,61,1.0,7,0.11666666666666667,0.3099461931665322,7,31,54,60,5,14,29,20,25,1,16,14,19,2,8,1,40,14,37,17
noisy_untrusted_external,17,37,61,60,86,0.046994535519125684,2.819672131147541,0.039890710382513656,True,3.9978142076502734,6.0,61,1.0,5,0.08333333333333333,0.34709981167608284,5,29,52,60,3,9,24,19,31,1,16,14,19,2,8,1,39,14,38,22
nominal,17,38,61,60,99,0.054098360655737705,3.2459016393442623,0.01895654436638043,True,3.569945355191257,5.0,61,1.0,5,0.08333333333333333,0.1114379876244283,5,29,52,60,4,13,32,35,15,1,16,14,19,2,8,1,38,21,37,16
degraded_ego,17,38,61,60,96,0.05245901639344262,3.1475409836065573,0.027400468384074943,True,3.650273224043716,5.0,61,1.0,7,0.11666666666666667,0.228667975151026,7,31,54,60,3,14,30,29,20,1,16,14,19,2,8,1,44,16,40,25
ambiguous_local_context,17,38,61,60,104,0.05683060109289618,3.4098360655737703,0.013114754098360654,True,3.4972677595628414,5.0,61,1.0,6,0.1,0.12578553743807983,6,30,53,60,3,16,34,25,26,1,16,14,19,2,8,1,44,18,40,16
noisy_untrusted_external,17,38,61,60,106,0.05792349726775956,3.4754098360655736,0.051249024199843875,True,3.4956284153005464,5.0,61,1.0,6,0.1,0.170866233578098,6,30,53,60,4,14,31,28,29,1,16,14,19,2,8,1,40,20,38,24
nominal,17,39,61,60,102,0.05573770491803279,3.3442622950819674,0.04072339318240958,True,3.4868852459016395,5.0,61,1.0,5,0.08333333333333333,0.10995031020454747,5,29,52,60,3,17,30,29,23,1,16,14,19,2,8,1,40,18,38,26
degraded_ego,17,39,61,60,94,0.05136612021857923,3.081967213114754,0.05269320843091335,True,3.7174863387978143,5.0,61,1.0,8,0.13333333333333333,0.35629304546677426,8,32,55,60,3,13,33,23,22,1,16,14,19,2,8,1,38,19,39,24
ambiguous_local_context,17,39,61,60,90,0.04918032786885246,2.9508196721311477,0.004371584699453552,True,3.787431693989071,6.0,61,1.0,7,0.11666666666666667,0.2847215496368039,7,31,54,60,3,18,28,18,23,1,16,14,19,2,8,1,44,18,39,17
noisy_untrusted_external,17,39,61,60,102,0.05573770491803279,3.3442622950819674,0.0633879781420765,True,3.574863387978142,5.0,61,1.0,8,0.13333333333333333,0.26521875331197364,8,32,55,60,4,21,26,31,20,1,16,14,19,2,8,1,41,18,41,24
nominal,17,40,61,60,98,0.053551912568306013,3.2131147540983607,0.03185011709601873,True,3.623497267759563,5.0,61,1.0,7,0.11666666666666667,0.3088915792305623,7,31,54,60,4,12,34,27,21,1,16,14,19,2,8,1,41,24,32,20
degraded_ego,17,40,61,60,104,0.05683060109289618,3.4098360655737703,0.02818110850897736,True,3.4710382513661204,5.0,61,1.0,5,0.08333333333333333,0.13542529817953552,5,29,52,60,3,18,30,26,27,1,16,14,19,2,8,1,41,20,43,21
ambiguous_local_context,17,40,61,60,104,0.05683060109289618,3.4098360655737703,0.031147540983606555,True,3.4491803278688526,5.0,61,1.0,7,0.11666666666666667,0.20402389512559008,7,31,54,60,3,15,31,21,34,1,16,14,19,2,8,1,43,18,42,23
noisy_untrusted_external,17,40,61,60,95,0.05191256830601093,3.1147540983606556,0.009836065573770491,True,3.5863387978142076,5.0,61,1.0,8,0.13333333333333333,0.2807701103040087,8,32,55,60,3,13,29,23,27,1,16,14,19,2,8,1,43,17,42,20
nominal,17,41,61,60,100,0.0546448087431694,3.278688524590164,0.010343481654957064,True,3.4994535519125685,5.0,61,1.0,5,0.08333333333333333,0.11904684455531914,5,29,52,60,3,11,33,24,29,1,16,14,19,2,8,1,45,19,38,19
degraded_ego,17,41,61,60,101,0.055191256830601096,3.3114754098360657,0.006947697111631537,True,3.5382513661202184,5.0,61,1.0,5,0.08333333333333333,0.09672365926603213,5,29,52,60,3,15,32,21,30,1,16,14,19,2,8,1,39,20,36,22
ambiguous_local_context,17,41,61,60,100,0.0546448087431694,3.278688524590164,0.02701014832162373,True,3.560109289617486,5.0,61,1.0,7,0.11666666666666667,0.21564321585508023,7,31,54,60,5,15,31,22,27,1,16,14,19,2,8,1,37,17,34,29
noisy_untrusted_external,17,41,61,60,85,0.04644808743169399,2.7868852459016393,0.026775956284153003,True,3.912568306010929,6.0,61,1.0,8,0.13333333333333333,0.4621684153887544,8,32,55,60,4,6,29,22,24,1,16,14,19,2,8,1,35,14,46,24
nominal,17,42,61,60,85,0.04644808743169399,2.7868852459016393,0.02076502732240437,True,3.866120218579235,6.0,61,1.0,6,0.1,0.3168895166352795,6,30,53,60,3,10,33,16,23,1,16,14,19,2,8,1,38,18,39,18
degraded_ego,17,42,61,60,101,0.055191256830601096,3.3114754098360657,0.05792349726775956,True,3.6027322404371587,5.0,61,1.0,5,0.08333333333333333,0.17167989417989415,5,29,52,60,3,18,28,35,17,1,16,14,19,2,8,1,43,19,37,23
ambiguous_local_context,17,42,61,60,92,0.05027322404371585,3.0163934426229506,0.026229508196721308,True,3.7562841530054647,5.0,61,1.0,8,0.13333333333333333,0.32699468453705743,8,32,55,60,4,14,26,30,18,1,16,14,19,2,8,1,42,23,33,26
noisy_untrusted_external,17,42,61,60,101,0.055191256830601096,3.3114754098360657,0.00819672131147541,True,3.558469945355191,5.0,61,1.0,6,0.1,0.18526554895198966,6,30,53,60,3,9,32,26,31,1,16,14,19,2,8,1,40,12,36,17
nominal,17,43,61,60,93,0.05081967213114754,3.0491803278688523,0.024043715846994534,True,3.728415300546448,5.0,61,1.0,8,0.13333333333333333,0.3900353193573533,8,32,55,60,4,12,27,28,22,1,16,14,19,2,8,1,42,21,39,19
degraded_ego,17,43,61,60,105,0.05737704918032787,3.442622950819672,0.022404371584699455,True,3.3885245901639345,5.0,61,1.0,6,0.1,0.14308447672854452,6,30,53,60,4,13,29,28,31,1,16,14,19,2,8,1,46,13,36,21
ambiguous_local_context,17,43,61,60,86,0.046994535519125684,2.819672131147541,0.007103825136612022,True,3.9202185792349726,6.0,61,1.0,8,0.13333333333333333,0.4635499058380414,8,32,55,60,3,16,24,23,20,1,16,14,19,2,8,1,41,17,43,21
noisy_untrusted_external,17,43,61,60,98,0.053551912568306013,3.2131147540983607,0.026697892271662763,True,3.6333333333333333,5.0,61,1.0,7,0.11666666666666667,0.24005649717514124,7,31,54,60,6,16,29,23,24,1,16,14,19,2,8,1,39,19,40,20
nominal,17,44,61,60,96,0.05245901639344262,3.1475409836065573,0.0414519906323185,True,3.5688524590163935,5.0,61,1.0,5,0.08333333333333333,0.1739868621648282,5,29,52,60,3,18,27,21,27,1,16,14,19,2,8,1,34,22,40,19
degraded_ego,17,44,61,60,90,0.04918032786885246,2.9508196721311477,0.04551131928181108,True,3.843169398907104,6.0,61,1.0,8,0.13333333333333333,0.4213902340597256,8,32,55,60,3,12,27,29,19,1,16,14,19,2,8,1,42,17,31,27
ambiguous_local_context,17,44,61,60,88,0.048087431693989074,2.8852459016393444,0.009836065573770491,True,3.8202185792349725,5.0,61,1.0,7,0.11666666666666667,0.3570608017218187,7,31,54,60,3,13,28,20,24,1,16,14,19,2,8,1,41,21,39,21
noisy_untrusted_external,17,44,61,60,95,0.05191256830601093,3.1147540983606556,0.03715846994535519,True,3.6721311475409837,5.0,61,1.0,7,0.11666666666666667,0.29494717147259525,7,31,54,60,3,18,27,32,15,1,16,14,19,2,8,1,42,18,38,17
nominal,17,45,61,60,101,0.055191256830601096,3.3114754098360657,0.019672131147540982,True,3.530601092896175,5.0,61,1.0,6,0.1,0.21044120284648696,6,30,53,60,5,16,31,25,24,1,16,14,19,2,8,1,40,21,40,25
degraded_ego,17,45,61,60,95,0.05191256830601093,3.1147540983606556,0.018579234972677595,True,3.6497267759562844,5.0,61,1.0,7,0.11666666666666667,0.24023212349483533,7,31,54,60,3,13,29,26,24,1,16,14,19,2,8,1,41,18,47,24
ambiguous_local_context,17,45,61,60,101,0.055191256830601096,3.3114754098360657,0.05967993754879001,True,3.582513661202186,5.0,61,1.0,5,0.08333333333333333,0.1557296125092735,5,29,52,60,3,11,34,28,25,1,16,14,19,2,8,1,43,15,38,26
noisy_untrusted_external,17,45,61,60,94,0.05136612021857923,3.081967213114754,0.00788446526151444,True,3.597814207650273,5.0,61,1.0,8,0.13333333333333333,0.2887705138552596,8,32,55,60,3,10,31,32,18,1,16,14,19,2,8,1,40,18,36,22
nominal,17,46,61,60,90,0.04918032786885246,2.9508196721311477,0.039422326307572204,True,3.8726775956284154,6.0,61,1.0,5,0.08333333333333333,0.23493431082414135,5,29,52,60,3,15,34,24,14,1,16,14,19,2,8,1,44,18,41,15
degraded_ego,17,46,61,60,96,0.05245901639344262,3.1475409836065573,0.04832162373145979,True,3.732786885245902,5.0,61,1.0,6,0.1,0.1916634761973746,6,30,53,60,3,13,34,28,18,1,16,14,19,2,8,1,44,12,39,23
ambiguous_local_context,17,46,61,60,94,0.05136612021857923,3.081967213114754,0.02896174863387978,True,3.6185792349726777,5.0,61,1.0,8,0.13333333333333333,0.2660867757477929,8,32,55,60,3,12,35,24,20,1,16,14,19,2,8,1,42,19,29,16
noisy_untrusted_external,17,46,61,60,104,0.05683060109289618,3.4098360655737703,0.03333333333333333,True,3.3934426229508197,5.0,61,1.0,6,0.1,0.10952366685417529,6,30,53,60,3,15,33,29,24,1,16,14,19,2,8,1,41,13,34,22
nominal,17,47,61,60,101,0.055191256830601096,3.3114754098360657,0.03278688524590164,True,3.566120218579235,5.0,61,1.0,8,0.13333333333333333,0.207154413383227,8,32,55,60,4,14,31,27,25,1,16,14,19,2,8,1,34,19,43,20
degraded_ego,17,47,61,60,88,0.048087431693989074,2.8852459016393444,0.03957845433255269,True,3.8295081967213114,6.0,61,1.0,6,0.1,0.29479284369114883,6,30,53,60,4,12,29,23,20,1,16,14,19,2,8,1,32,15,38,25
ambiguous_local_context,17,47,61,60,102,0.05573770491803279,3.3442622950819674,0.05027322404371584,True,3.451912568306011,5.0,61,1.0,6,0.1,0.13855834372783524,6,30,53,60,3,20,29,26,24,1,16,14,19,2,8,1,40,19,34,23
noisy_untrusted_external,17,47,61,60,99,0.054098360655737705,3.2459016393442623,0.015846994535519125,True,3.456830601092896,5.0,61,1.0,8,0.13333333333333333,0.21173527037933815,8,32,55,60,3,14,34,23,25,1,16,14,19,2,8,1,40,12,38,27
nominal,17,48,61,60,96,0.05245901639344262,3.1475409836065573,0.0,True,3.5595628415300546,5.0,61,1.0,8,0.13333333333333333,0.24494843511792666,8,32,55,60,3,8,32,26,27,1,16,14,19,2,8,1,38,17,35,20
degraded_ego,17,48,61,60,91,0.04972677595628415,2.9836065573770494,0.023028883684621387,True,3.8010928961748633,6.0,61,1.0,5,0.08333333333333333,0.21036048540285832,5,29,52,60,4,13,26,22,26,1,16,14,19,2,8,1,44,20,42,17
ambiguous_local_context,17,48,61,60,102,0.05573770491803279,3.3442622950819674,0.0202576112412178,True,3.5273224043715845,5.0,61,1.0,5,0.08333333333333333,0.09458272189204397,5,29,52,60,3,17,29,33,20,1,16,14,19,2,8,1,45,22,38,23
noisy_untrusted_external,17,48,61,60,98,0.053551912568306013,3.2131147540983607,0.01912568306010929,True,3.574863387978142,5.0,61,1.0,7,0.11666666666666667,0.23866464985109043,7,31,54,60,3,16,36,23,20,1,16,14,19,2,8,1,34,19,37,22
nominal,17,49,61,60,103,0.05628415300546448,3.377049180327869,0.024095758521988028,True,3.4704918032786884,5.0,61,1.0,7,0.11666666666666667,0.16856494729376087,7,31,54,60,3,14,28,32,26,1,16,14,19,2,8,1,44,12,35,19
degraded_ego,17,49,61,60,91,0.04972677595628415,2.9836065573770494,0.01522248243559719,True,3.7994535519125683,6.0,61,1.0,5,0.08333333333333333,0.20397638613740313,5,29,52,60,4,13,31,16,27,1,16,14,19,2,8,1,42,18,34,24
ambiguous_local_context,17,49,61,60,102,0.05573770491803279,3.3442622950819674,0.04972677595628415,True,3.5027322404371586,5.0,61,1.0,6,0.1,0.1478970495919648,6,30,53,60,3,13,29,32,25,1,16,14,19,2,8,1,43,18,35,22
noisy_untrusted_external,17,49,61,60,101,0.055191256830601096,3.3114754098360657,0.06311475409836066,True,3.622950819672131,5.0,61,1.0,8,0.13333333333333333,0.28960971702497124,8,32,55,60,4,16,27,31,23,1,16,14,19,2,8,1,50,19,38,21
nominal,19,0,61,60,94,0.05136612021857923,3.081967213114754,0.023731459797033568,True,3.699453551912568,5.0,61,1.0,5,0.08333333333333333,0.1449334140435836,5,29,52,60,3,14,30,20,27,1,16,14,19,2,8,1,43,16,43,21
degraded_ego,19,0,61,60,90,0.04918032786885246,2.9508196721311477,0.03333333333333333,True,3.800546448087432,5.0,61,1.0,8,0.13333333333333333,0.3704945744776251,8,32,55,60,3,10,29,29,19,1,16,14,19,2,8,1,44,16,42,23
ambiguous_local_context,19,0,61,60,105,0.05737704918032787,3.442622950819672,0.043845953682019254,True,3.4377049180327868,5.0,61,1.0,5,0.08333333333333333,0.03942744637659891,5,29,52,60,3,8,32,33,29,1,16,14,19,2,8,1,39,16,42,22
noisy_untrusted_external,19,0,61,60,97,0.053005464480874315,3.180327868852459,0.054098360655737705,True,3.787978142076503,6.0,61,1.0,6,0.1,0.26758048605506224,6,30,53,60,3,13,29,23,29,1,16,14,19,2,8,1,40,12,36,20
nominal,19,1,61,60,89,0.048633879781420766,2.918032786885246,0.029651314077543588,True,3.8502732240437156,6.0,61,1.0,6,0.1,0.2848267551657383,6,30,53,60,3,12,30,23,21,1,16,14,19,2,8,1,42,20,41,24
degraded_ego,19,1,61,60,100,0.0546448087431694,3.278688524590164,0.034035909445745506,True,3.619672131147541,5.0,61,1.0,6,0.1,0.22259147161689535,6,30,53,60,3,12,37,24,24,1,16,14,19,2,8,1,44,17,42,24
ambiguous_local_context,19,1,61,60,91,0.04972677595628415,2.9836065573770494,0.013114754098360656,True,3.7950819672131146,6.0,61,1.0,6,0.1,0.29132050937135684,6,30,53,60,3,9,32,20,27,1,16,14,19,2,8,1,37,17,36,22
noisy_untrusted_external,19,1,61,60,97,0.053005464480874315,3.180327868852459,0.02076502732240437,True,3.5907103825136613,5.0,61,1.0,8,0.13333333333333333,0.2744612590799032,8,32,55,60,3,14,27,34,19,1,16,14,19,2,8,1,39,17,36,21
nominal,19,2,61,60,101,0.055191256830601096,3.3114754098360657,0.05495706479313037,True,3.4644808743169397,5.0,61,1.0,5,0.08333333333333333,0.08333769494786444,5,29,52,60,4,19,30,24,24,1,16,14,19,2,8,1,38,17,36,23
degraded_ego,19,2,61,60,100,0.0546448087431694,3.278688524590164,0.031069476971116314,True,3.5633879781420763,5.0,61,1.0,5,0.08333333333333333,0.16918119545238192,5,29,52,60,4,17,30,17,32,1,16,14,19,2,8,1,45,19,37,17
ambiguous_local_context,19,2,61,60,96,0.05245901639344262,3.1475409836065573,0.008430913348946136,True,3.6371584699453554,5.0,61,1.0,5,0.08333333333333333,0.1624096901215545,5,29,52,60,3,17,31,21,24,1,16,14,19,2,8,1,40,12,36,24
noisy_untrusted_external,19,2,61,60,113,0.06174863387978142,3.7049180327868854,0.051912568306010924,True,3.255191256830601,5.0,61,1.0,6,0.1,0.08291345659989728,6,30,53,60,3,17,33,30,30,1,16,14,19,2,8,1,42,19,42,21
nominal,19,3,61,60,96,0.05245901639344262,3.1475409836065573,0.015222482435597191,True,3.6311475409836067,5.0,61,1.0,6,0.1,0.2186838173827207,6,30,53,60,3,15,34,28,16,1,16,14,19,2,8,1,43,23,36,20
degraded_ego,19,3,61,60,97,0.053005464480874315,3.180327868852459,0.026385636221701796,True,3.6420765027322406,5.0,61,1.0,7,0.11666666666666667,0.21193435566316923,7,31,54,60,3,16,35,18,25,1,16,14,19,2,8,1,41,20,38,24
ambiguous_local_context,19,3,61,60,95,0.05191256830601093,3.1147540983606556,0.018579234972677595,True,3.746448087431694,6.0,61,1.0,6,0.1,0.21075464083938658,6,30,53,60,3,15,32,26,19,1,16,14,19,2,8,1,45,17,40,16
noisy_untrusted_external,19,3,61,60,98,0.053551912568306013,3.2131147540983607,0.02544886807181889,True,3.5344262295081967,5.0,61,1.0,5,0.08333333333333333,0.11534570890503094,5,29,52,60,3,19,31,9,36,1,16,14,19,2,8,1,41,17,36,16
nominal,19,4,61,60,87,0.047540983606557376,2.8524590163934427,0.01256830601092896,True,3.887978142076503,6.0,61,1.0,8,0.13333333333333333,0.4349843847301475,8,32,55,60,3,8,27,32,17,1,16,14,19,2,8,1,40,16,43,21
degraded_ego,19,4,61,60,99,0.054098360655737705,3.2459016393442623,0.027868852459016394,True,3.585792349726776,5.0,61,1.0,7,0.11666666666666667,0.2316548862311574,7,31,54,60,3,14,31,27,24,1,16,14,19,2,8,1,41,15,38,20
ambiguous_local_context,19,4,61,60,109,0.059562841530054644,3.5737704918032787,0.027283372365339578,True,3.411475409836066,5.0,61,1.0,6,0.1,0.11826992687162179,6,30,53,60,4,14,34,33,24,1,16,14,19,2,8,1,39,15,35,20
noisy_untrusted_external,19,4,61,60,104,0.05683060109289618,3.4098360655737703,0.021233411397345824,True,3.4136612021857924,5.0,61,1.0,8,0.13333333333333333,0.21734261501210653,8,32,55,60,3,14,24,39,24,1,16,14,19,2,8,1,45,17,38,25
nominal,19,5,61,60,94,0.05136612021857923,3.081967213114754,0.027556596409055424,True,3.681967213114754,5.0,61,1.0,7,0.11666666666666667,0.2929001883239171,7,31,54,60,3,16,28,27,20,1,16,14,19,2,8,1,42,17,39,27
degraded_ego,19,5,61,60,94,0.05136612021857923,3.081967213114754,0.009289617486338797,True,3.732786885245902,5.0,61,1.0,7,0.11666666666666667,0.26871962155860474,7,31,54,60,3,13,31,31,16,1,16,14,19,2,8,1,46,15,38,20
ambiguous_local_context,19,5,61,60,101,0.055191256830601096,3.3114754098360657,0.03079625292740047,True,3.539344262295082,5.0,61,1.0,5,0.08333333333333333,0.15125997668370544,5,29,52,60,3,14,29,30,25,1,16,14,19,2,8,1,45,15,35,12
noisy_untrusted_external,19,5,61,60,105,0.05737704918032787,3.442622950819672,0.02841530054644809,True,3.410928961748634,5.0,61,1.0,8,0.13333333333333333,0.19344443691901314,8,32,55,60,3,12,30,34,26,1,16,14,19,2,8,1,38,12,38,22
nominal,19,6,61,60,111,0.060655737704918035,3.639344262295082,0.0550871714806141,True,3.344808743169399,5.0,61,1.0,5,0.08333333333333333,0.08669966254712015,5,29,52,60,3,14,32,30,32,1,16,14,19,2,8,1,40,14,40,18
degraded_ego,19,6,61,60,100,0.0546448087431694,3.278688524590164,0.007103825136612022,True,3.4868852459016395,5.0,61,1.0,5,0.08333333333333333,0.0975742289725341,5,29,52,60,3,13,28,30,26,1,16,14,19,2,8,1,41,19,39,20
ambiguous_local_context,19,6,61,60,96,0.05245901639344262,3.1475409836065573,0.0,True,3.581967213114754,5.0,61,1.0,6,0.1,0.24216393148596535,6,30,53,60,3,16,26,27,24,1,16,14,19,2,8,1,47,14,31,25
noisy_untrusted_external,19,6,61,60,91,0.04972677595628415,2.9836065573770494,0.013114754098360654,True,3.7185792349726774,5.0,61,1.0,5,0.08333333333333333,0.1573957492601561,5,29,52,60,3,8,35,19,26,1,16,14,19,2,8,1,42,15,42,18
nominal,19,7,61,60,93,0.05081967213114754,3.0491803278688523,0.058469945355191254,True,3.739344262295082,5.0,61,1.0,8,0.13333333333333333,0.36361806116043405,8,32,55,60,3,11,29,28,22,1,16,14,19,2,8,1,44,14,37,23
degraded_ego,19,7,61,60,99,0.054098360655737705,3.2459016393442623,0.023965651834504293,True,3.5404371584699454,5.0,61,1.0,7,0.11666666666666667,0.2170112545960003,7,31,54,60,3,16,30,28,22,1,16,14,19,2,8,1,43,18,40,24
ambiguous_local_context,19,7,61,60,97,0.053005464480874315,3.180327868852459,0.05729898516783763,True,3.6191256830601093,5.0,61,1.0,8,0.13333333333333333,0.31425124937836807,8,32,55,60,3,11,32,30,21,1,16,14,19,2,8,1,41,21,33,20
noisy_untrusted_external,19,7,61,60,101,0.055191256830601096,3.3114754098360657,0.03227592080051096,True,3.471584699453552,5.0,61,1.0,5,0.08333333333333333,0.10366832163442333,5,29,52,60,3,12,36,26,24,1,16,14,19,2,8,1,37,18,42,26
nominal,19,8,61,60,98,0.053551912568306013,3.2131147540983607,0.03169398907103825,True,3.551912568306011,5.0,61,1.0,8,0.13333333333333333,0.26409166320183275,8,32,55,60,5,11,32,30,20,1,16,14,19,2,8,1,44,17,38,23
degraded_ego,19,8,61,60,107,0.058469945355191254,3.5081967213114753,0.026814988290398127,True,3.3863387978142074,5.0,61,1.0,8,0.13333333333333333,0.17497688751926044,8,32,55,60,3,14,39,31,20,1,16,14,19,2,8,1,40,20,42,22
ambiguous_local_context,19,8,61,60,95,0.05191256830601093,3.1147540983606556,0.0375487900078064,True,3.7131147540983607,5.0,61,1.0,6,0.1,0.22476190476190475,6,30,53,60,3,16,31,18,27,1,16,14,19,2,8,1,44,18,45,24
noisy_untrusted_external,19,8,61,60,96,0.05245901639344262,3.1475409836065573,0.051912568306010924,True,3.7005464480874317,5.0,61,1.0,6,0.1,0.27303336023675,6,30,53,60,3,10,34,29,20,1,16,14,19,2,8,1,43,13,37,21
nominal,19,9,61,60,95,0.05191256830601093,3.1147540983606556,0.02076502732240437,True,3.7032786885245903,5.0,61,1.0,8,0.13333333333333333,0.33638418079096044,8,32,55,60,3,11,24,31,26,1,16,14,19,2,8,1,43,18,35,17
degraded_ego,19,9,61,60,95,0.05191256830601093,3.1147540983606556,0.039890710382513656,True,3.6579234972677597,5.0,61,1.0,5,0.08333333333333333,0.1600757779571339,5,29,52,60,3,8,33,28,23,1,16,14,19,2,8,1,37,20,37,23
ambiguous_local_context,19,9,61,60,92,0.05027322404371585,3.0163934426229506,0.051912568306010924,True,3.710928961748634,5.0,61,1.0,7,0.11666666666666667,0.28276163572773755,7,31,54,60,3,15,29,26,19,1,16,14,19,2,8,1,40,17,40,23
noisy_untrusted_external,19,9,61,60,90,0.04918032786885246,2.9508196721311477,0.01569086651053864,True,3.803825136612022,6.0,61,1.0,7,0.11666666666666667,0.35300280071466505,7,31,54,60,3,13,32,18,24,1,16,14,19,2,8,1,44,17,36,22
nominal,19,10,61,60,86,0.046994535519125684,2.819672131147541,0.0038641686182669787,True,3.9262295081967213,6.0,61,1.0,7,0.11666666666666667,0.3792819029683435,7,31,54,60,3,18,27,24,14,1,16,14,19,2,8,1,48,16,36,23
degraded_ego,19,10,61,60,97,0.053005464480874315,3.180327868852459,0.006010928961748634,True,3.612021857923497,5.0,61,1.0,6,0.1,0.2153683729954916,6,30,53,60,3,17,27,22,28,1,16,14,19,2,8,1,46,23,43,26
ambiguous_local_context,19,10,61,60,105,0.05737704918032787,3.442622950819672,0.06167056986729118,True,3.4437158469945355,5.0,61,1.0,5,0.08333333333333333,0.09506513887869827,5,29,52,60,4,10,28,34,29,1,16,14,19,2,8,1,40,16,38,25
noisy_untrusted_external,19,10,61,60,95,0.05191256830601093,3.1147540983606556,0.039890710382513656,True,3.6530054644808745,5.0,61,1.0,6,0.1,0.18739619765043494,6,30,53,60,3,13,31,25,23,1,16,14,19,2,8,1,38,19,43,16
nominal,19,11,61,60,98,0.053551912568306013,3.2131147540983607,0.034972677595628415,True,3.6437158469945357,5.0,61,1.0,6,0.1,0.1823914691711302,6,30,53,60,3,14,28,24,29,1,16,14,19,2,8,1,36,15,36,22
degraded_ego,19,11,61,60,92,0.05027322404371585,3.0163934426229506,0.015300546448087432,True,3.745355191256831,5.0,61,1.0,7,0.11666666666666667,0.27535377993005106,7,31,54,60,4,13,29,25,21,1,16,14,19,2,8,1,38,20,36,21
ambiguous_local_context,19,11,61,60,102,0.05573770491803279,3.3442622950819674,0.038524590163934426,True,3.4934426229508198,5.0,61,1.0,8,0.13333333333333333,0.25228727330422235,8,32,55,60,3,13,27,28,31,1,16,14,19,2,8,1,44,16,37,19
